id,age,area,floor,max_floor,y,room_num,L,D,K,S,north
6222,161,25.78,2,4,87000,1,0,0,0,0,0
6223,0,43.6,3,3,157000,1,1,1,1,0,0
6224,2,38.46,2,10,224000,1,1,1,1,0,0
6225,273,18.0,2,2,71000,1,0,0,0,0,0
6226,79,38.06,3,5,171000,1,1,1,1,0,0
6227,300,41.6,4,4,109000,2,0,1,1,0,0
6228,6,58.88,4,7,249000,2,1,1,1,0,0
6229,198,21.71,2,11,86000,1,0,0,1,0,0
6230,19,26.65,3,9,115000,1,0,0,1,0,0
6231,30,28.0,3,8,105500,1,0,0,1,0,0
6232,18,40.21,4,7,220000,1,1,1,1,0,0
6233,19,20.0,2,3,68000,1,0,0,1,0,0
6234,5,16.15,1,3,61000,1,0,0,1,0,1
6235,123,30.27,2,14,113000,1,0,0,0,0,1
6236,251,47.27,5,8,160000,1,1,1,1,0,0
6237,33,22.34,1,2,80000,1,0,0,0,0,0
6238,550,40.0,3,5,88000,2,0,0,1,0,0
6239,359,64.0,2,5,200000,2,1,1,1,0,0
6240,401,12.92,1,2,47000,1,0,0,1,0,0
6241,317,46.62,3,4,100000,2,0,1,1,0,0
6242,0,39.8,8,14,195000,1,1,1,1,0,0
6243,209,30.8,3,12,103000,1,0,0,1,0,0
6244,360,16.5,2,3,53000,1,0,0,1,0,1
6245,77,25.35,4,6,110000,1,0,0,1,0,0
6246,53,92.57,2,8,400000,3,1,1,1,0,0
6247,478,17.34,7,10,70000,1,0,0,1,0,0
6248,211,24.3,2,3,75000,1,0,0,1,0,0
6249,45,27.09,5,5,90000,1,0,0,1,0,0
6250,1,25.5,3,5,91000,1,0,0,0,0,0
6251,75,31.82,5,10,107000,1,0,0,1,0,0
6252,358,16.64,1,4,58000,1,0,0,1,0,0
6253,137,61.72,15,21,245000,2,1,1,1,0,0
6254,377,19.5,2,4,68000,1,0,0,0,0,0
6255,318,22.47,3,5,72000,1,0,0,0,0,0
6256,0,25.41,2,5,92500,1,0,0,1,0,1
6257,33,9.49,1,2,50000,1,0,0,0,0,0
6258,36,15.0,2,3,77000,1,0,0,1,0,0
6259,1,25.81,2,4,101500,1,0,0,1,0,0
6260,29,27.0,6,10,123000,1,0,0,1,0,0
6261,19,34.4,6,14,136000,1,0,1,1,0,0
6262,317,49.26,2,2,115000,2,0,1,1,0,0
6263,163,28.03,2,8,89000,1,0,0,1,0,1
6264,493,45.45,10,11,138000,2,1,1,1,0,0
6265,360,49.16,3,3,150000,2,0,1,1,0,0
6266,68,29.0,2,3,97000,1,0,0,0,0,0
6267,291,20.43,1,2,64000,1,0,0,1,0,0
6268,150,27.52,2,3,76000,1,0,0,0,0,0
6269,201,33.21,6,8,129000,1,0,0,1,0,0
6270,5,40.61,3,5,132000,1,1,1,1,0,0
6271,170,24.33,7,13,105000,1,0,0,1,0,0
6272,1,25.84,8,10,136000,1,0,1,1,0,0
6273,5,17.69,3,3,64000,1,0,0,1,0,1
6274,28,15.37,2,3,72000,1,0,0,0,0,0
6275,12,55.23,6,9,214000,2,1,1,1,0,0
6276,169,24.29,4,12,98000,1,0,0,0,0,0
6277,0,26.3,2,6,100000,1,0,0,1,0,0
6278,22,112.58,3,3,368000,3,1,1,1,0,0
6279,125,40.66,6,16,185000,1,1,1,1,0,0
6280,197,66.32,11,14,260000,2,1,1,1,0,0
6281,352,16.47,4,4,54000,1,0,0,1,0,0
6282,371,16.56,7,11,64000,1,0,0,0,0,1
6283,712,27.32,1,2,83000,1,0,0,1,0,0
6284,338,29.97,1,3,120000,1,0,1,1,0,0
6285,191,20.42,1,3,72000,1,0,0,1,0,0
6286,522,35.0,3,3,73000,1,0,0,0,0,0
6287,90,21.7,4,9,97000,1,0,0,1,0,0
6288,161,73.39,3,9,192000,3,1,1,1,0,0
6289,0,25.37,4,10,98920,1,0,0,1,0,0
6290,98,22.51,6,9,96000,1,0,0,1,0,0
6291,166,20.0,6,9,102000,1,0,0,1,0,0
6292,151,29.06,4,6,98000,1,0,0,1,0,0
6293,323,20.72,6,12,81000,1,0,0,1,0,0
6294,376,33.21,2,2,75000,2,0,0,1,0,0
6295,125,46.0,2,2,129000,1,0,1,1,0,0
6296,147,29.14,5,9,102000,1,0,0,1,0,0
6297,245,43.06,3,3,112000,2,0,1,1,0,0
6298,233,20.59,5,7,83000,1,0,0,1,0,0
6299,60,32.52,7,10,132000,1,0,0,1,0,0
6300,4,18.87,1,3,90000,1,0,0,0,0,0
6301,122,25.16,10,12,92000,1,0,0,1,0,0
6302,3,23.79,3,5,105000,1,0,0,0,0,0
6303,33,43.45,5,9,169000,1,1,1,1,0,0
6304,412,26.36,3,3,53000,1,0,0,1,0,0
6305,5,25.88,5,5,116000,1,0,0,1,0,0
6306,2,25.61,7,13,81000,1,0,0,1,0,0
6307,402,19.8,4,4,61000,1,0,0,1,0,0
6308,394,17.52,2,2,55000,1,0,0,1,0,0
6309,157,21.59,4,7,90000,1,0,0,0,0,1
6310,4,38.47,3,10,103000,1,1,1,1,0,0
6311,322,18.87,2,5,71000,1,0,0,0,0,0
6312,374,24.84,3,9,74000,1,0,0,0,0,0
6313,401,10.37,2,3,57000,1,0,0,0,0,0
6314,162,35.04,12,15,163000,1,0,0,0,0,1
6315,305,37.12,1,2,78000,2,0,1,1,0,0
6316,192,24.99,2,5,63000,1,0,0,1,0,0
6317,389,35.95,1,3,125000,2,0,1,1,0,0
6318,357,25.5,2,4,64000,1,0,0,1,0,0
6319,357,39.74,1,2,85000,2,0,1,1,0,0
6320,602,14.08,7,7,70000,1,0,0,0,0,0
6321,375,47.2,5,6,88000,3,0,1,1,0,0
6322,29,57.24,2,2,117500,2,1,1,1,0,0
6323,2,40.85,3,10,229000,1,1,1,1,0,0
6324,313,18.0,1,2,58000,1,0,0,1,0,0
6325,339,37.5,2,5,83000,1,0,1,1,0,0
6326,149,33.84,3,6,125000,1,0,0,1,0,0
6327,274,25.96,2,4,89000,1,0,0,1,0,0
6328,29,33.99,2,4,177000,1,1,1,1,0,0
6329,233,20.11,3,3,98000,1,0,0,0,0,0
6330,119,19.6,2,2,53000,1,0,0,1,0,0
6331,4,29.48,4,9,105000,1,0,0,1,0,0
6332,24,25.08,3,5,86000,1,0,0,1,0,1
6333,330,17.05,1,4,55000,1,0,0,0,0,0
6334,390,28.7,2,5,127000,1,0,0,0,0,0
6335,166,45.54,1,2,85800,2,0,1,1,0,0
6336,66,26.36,8,9,97000,1,0,0,0,0,0
6337,150,40.56,3,14,150000,1,0,0,0,0,0
6338,45,45.47,10,10,155500,1,1,1,1,0,0
6339,353,38.52,5,6,131000,1,1,1,1,0,0
6340,474,38.0,1,2,72000,2,0,1,1,0,0
6341,72,25.68,2,4,108000,1,0,0,1,0,0
6342,296,16.77,2,3,70000,1,0,0,0,0,0
6343,601,33.0,3,5,79000,1,0,0,0,0,0
6344,258,22.68,3,4,98000,1,0,1,1,0,0
6345,280,26.93,1,4,75000,1,0,0,1,0,0
6346,552,30.0,5,6,70000,1,0,1,1,0,0
6347,0,32.76,3,4,128000,1,0,0,1,0,0
6348,419,42.29,6,11,135000,2,0,1,1,0,0
6349,357,20.52,2,4,71000,1,0,0,1,0,0
6350,93,43.69,1,6,108000,1,1,1,1,0,0
6351,79,25.38,7,11,88000,1,0,0,1,0,1
6352,6,105.46,3,7,900000,3,1,1,1,0,0
6353,113,25.21,2,13,92000,1,0,0,1,0,1
6354,0,42.39,2,2,118000,1,0,0,1,0,0
6355,289,46.34,5,5,128000,2,0,1,1,0,0
6356,353,51.27,5,9,119000,2,1,1,1,0,0
6357,132,24.0,1,2,70500,1,0,0,1,0,0
6358,125,45.76,1,3,131000,1,1,1,1,0,0
6359,181,39.12,1,3,139000,1,0,0,0,0,0
6360,4,30.6,4,5,149000,1,0,1,1,0,1
6361,197,55.6,6,7,155000,2,1,1,1,1,0
6362,297,17.09,2,3,75000,1,0,0,0,0,0
6363,137,25.2,4,9,84000,1,0,0,1,0,0
6364,133,36.43,3,3,100000,1,0,1,1,0,0
6365,288,25.82,7,8,77000,1,0,1,1,0,0
6366,138,40.34,7,24,185000,1,1,1,1,0,1
6367,1,25.66,2,8,100000,1,0,0,1,0,0
6368,53,21.11,4,4,91500,1,0,0,1,0,0
6369,474,54.0,5,9,125000,2,1,1,1,0,0
6370,355,21.0,3,5,65000,1,0,0,1,0,0
6371,373,38.84,2,2,78000,2,0,1,1,0,0
6372,137,22.67,9,11,109000,1,0,0,0,0,1
6373,5,49.08,1,3,203000,1,1,1,1,0,0
6374,233,24.55,2,7,93000,1,0,0,1,0,0
6375,26,11.37,2,2,64000,1,0,0,0,0,0
6376,424,19.8,2,2,45000,1,0,0,1,0,0
6377,10,25.8,1,5,107500,1,0,0,1,0,0
6378,9,25.62,3,5,111000,1,0,0,1,0,0
6379,17,56.37,1,3,191000,2,1,1,1,0,0
6380,0,26.4,8,8,102500,1,0,0,1,0,0
6381,5,26.08,1,2,123000,1,0,0,1,0,0
6382,316,19.83,1,2,51000,1,0,0,1,0,0
6383,319,30.28,4,4,113000,1,1,1,1,0,0
6384,162,42.03,17,22,261000,1,1,1,1,0,0
6385,5,40.98,1,5,128000,1,1,1,1,0,0
6386,448,41.38,1,3,125000,2,0,1,1,0,0
6387,193,30.05,2,3,75000,1,0,0,1,0,0
6388,20,72.21,7,26,680000,1,1,1,1,0,1
6389,37,24.44,1,3,90000,1,0,0,0,0,0
6390,7,25.87,6,13,138000,1,0,0,1,0,0
6391,52,18.47,2,3,75000,1,0,0,0,0,0
6392,150,37.01,3,12,183000,1,0,1,1,0,0
6393,375,26.41,4,7,82000,1,0,0,0,0,0
6394,470,14.58,1,2,50000,1,0,0,0,0,0
6395,350,17.32,1,2,53000,1,0,0,1,0,0
6396,0,47.79,4,6,222000,1,1,1,1,0,0
6397,69,13.52,1,2,71000,1,0,0,1,0,0
6398,407,23.14,2,2,62000,1,0,1,1,0,0
6399,186,32.45,8,14,142000,1,0,0,1,0,0
6400,169,22.93,4,12,98000,1,0,0,0,0,1
6401,337,18.0,3,3,71000,1,0,0,0,0,0
6402,120,29.28,2,10,90000,1,0,0,1,0,0
6403,25,49.59,2,2,115500,2,1,1,1,0,0
6404,99,25.68,3,4,104000,1,0,0,1,0,0
6405,246,35.1,4,4,120000,2,0,1,1,0,0
6406,25,27.96,7,11,94000,1,0,0,1,0,0
6407,4,40.49,11,12,146000,1,1,1,1,0,0
6408,382,37.0,2,2,73000,2,0,1,1,0,0
6409,38,85.84,3,3,270000,4,1,1,1,0,0
6410,368,15.37,2,11,65000,1,0,0,0,0,0
6411,134,23.55,2,10,135000,1,0,0,1,0,0
6412,154,30.4,14,15,143000,1,0,1,1,0,0
6413,243,65.2,2,5,154500,3,1,1,1,0,0
6414,139,21.31,15,15,99000,1,0,0,1,0,0
6415,169,68.21,5,30,275000,2,1,1,1,0,0
6416,44,23.3,2,4,80000,1,0,0,1,0,1
6417,379,62.1,3,7,245000,2,1,1,1,0,0
6418,185,29.07,6,14,139000,1,0,0,1,0,0
6419,323,19.83,3,3,50000,1,0,0,1,0,0
6420,59,20.44,4,6,86000,1,0,0,1,0,0
6421,342,19.0,1,3,69000,1,0,0,1,0,0
6422,29,25.57,3,4,130000,1,0,0,1,0,0
6423,358,47.44,2,3,94000,2,1,1,1,0,0
6424,222,44.18,2,6,131000,2,0,1,1,0,0
6425,328,38.0,1,3,78000,2,0,1,1,0,0
6426,221,23.77,1,2,62440,1,0,0,1,0,0
6427,279,18.55,2,2,55000,1,0,0,1,0,0
6428,546,18.63,1,2,63000,1,0,0,1,0,0
6429,255,23.7,2,3,76000,1,0,0,1,0,0
6430,71,42.9,6,15,195000,1,1,1,1,0,0
6431,0,42.25,9,14,196000,1,1,1,1,0,1
6432,44,34.75,2,3,102000,1,1,1,1,0,0
6433,149,20.15,7,11,94000,1,0,0,1,0,0
6434,177,28.54,6,7,117000,1,0,0,1,0,0
6435,6,40.02,7,10,206000,1,1,1,1,0,0
6436,405,10.58,1,2,46000,1,0,0,1,0,0
6437,7,65.56,27,29,310000,2,1,1,1,0,0
6438,240,61.74,12,12,195000,3,1,1,1,0,0
6439,18,36.27,1,3,115000,1,1,1,1,0,0
6440,119,29.63,10,12,139000,1,0,0,1,0,0
6441,125,26.68,2,10,102000,1,0,0,1,0,0
6442,4,21.17,1,3,66000,1,0,0,1,0,0
6443,137,24.6,9,14,125000,1,0,0,1,0,0
6444,334,17.4,5,5,48000,1,0,0,1,0,0
6445,332,15.08,2,2,43000,1,0,0,1,0,0
6446,150,46.28,15,15,146000,1,1,1,1,0,0
6447,185,20.87,3,11,84500,1,0,0,1,0,0
6448,382,48.6,1,4,100000,2,1,1,1,0,0
6449,0,25.18,3,5,93000,1,0,0,1,0,1
6450,0,30.38,3,9,123000,1,0,0,1,0,0
6451,28,18.77,1,3,62000,1,0,0,1,0,0
6452,204,19.13,7,11,89000,1,0,0,1,0,0
6453,199,20.0,7,8,92000,1,0,0,1,0,0
6454,313,28.0,2,4,80000,1,0,1,1,0,0
6455,87,21.58,2,3,60000,1,0,0,0,0,0
6456,186,28.4,1,3,102000,1,0,0,1,0,0
6457,367,21.06,1,2,58000,1,0,0,1,0,0
6458,174,46.25,7,12,178000,1,1,1,1,0,0
6459,521,19.78,1,2,46000,2,0,0,1,0,0
6460,149,51.84,2,2,133000,2,1,1,1,0,0
6461,281,56.24,2,4,140000,3,0,1,1,0,0
6462,67,29.09,1,17,104000,1,0,0,0,0,0
6463,388,43.2,1,4,86000,1,1,1,1,0,0
6464,281,36.64,4,6,77000,2,0,0,1,0,0
6465,511,37.8,1,3,64800,2,0,1,1,0,0
6466,315,55.08,6,9,105500,2,1,1,1,0,0
6467,311,82.78,2,2,215000,2,1,1,1,0,0
6468,151,19.66,4,5,75000,1,0,0,1,0,0
6469,367,21.0,5,5,64000,1,0,0,1,0,0
6470,329,20.46,1,2,62000,1,0,0,1,0,0
6471,210,19.88,11,12,99000,1,0,0,1,0,0
6472,306,18.6,3,3,66000,1,0,0,0,0,0
6473,1,45.62,5,8,108500,1,1,1,1,0,0
6474,179,54.59,2,3,170000,2,1,1,1,0,0
6475,365,34.97,2,3,120000,2,0,1,1,0,0
6476,485,18.19,2,2,45000,1,0,0,1,0,0
6477,183,25.98,2,2,88000,1,0,0,1,0,0
6478,270,66.0,4,7,109500,2,1,1,1,1,0
6479,232,19.19,1,3,66000,1,0,0,0,0,0
6480,341,39.72,3,3,123000,2,0,1,1,0,0
6481,7,25.06,4,5,101000,1,0,0,1,0,0
6482,3,40.58,9,12,197000,1,1,1,1,0,0
6483,1,25.51,2,9,84000,1,0,0,1,0,0
6484,164,10.4,1,2,62900,1,0,0,0,0,0
6485,5,40.37,8,12,172000,1,1,1,1,0,0
6486,499,39.6,3,4,102000,2,0,1,1,0,0
6487,589,16.0,2,2,48000,1,0,0,1,0,0
6488,5,40.94,3,13,185000,1,1,1,1,0,0
6489,23,39.75,1,3,157000,1,0,0,0,0,0
6490,54,27.53,9,14,130000,1,0,0,0,0,0
6491,5,13.16,1,2,62500,1,0,0,0,0,0
6492,252,20.08,9,10,85000,1,0,0,1,0,0
6493,168,22.9,3,12,117000,1,0,0,1,0,1
6494,316,40.0,3,3,77000,2,0,1,1,0,0
6495,561,50.4,5,5,190000,2,1,1,1,0,0
6496,380,29.92,3,5,88000,2,0,0,1,0,0
6497,323,16.0,1,2,53000,1,0,0,1,0,0
6498,33,22.38,2,2,95000,1,0,0,0,0,0
6499,4,57.74,10,10,137000,2,1,1,1,0,0
6500,163,32.69,3,4,94000,1,0,0,1,0,0
6501,186,20.83,4,7,94000,1,0,0,1,0,0
6502,53,34.02,2,2,91000,1,0,0,0,0,0
6503,113,26.0,2,2,60500,1,0,0,1,0,0
6504,19,20.01,3,15,114000,1,0,0,1,0,0
6505,409,21.12,2,4,63000,1,0,0,1,0,0
6506,596,35.0,2,2,65000,1,0,1,1,0,0
6507,54,27.41,8,9,110000,1,0,0,1,0,0
6508,193,20.33,7,12,90000,1,0,0,1,0,1
6509,196,18.16,5,5,80000,1,0,0,1,0,0
6510,1,56.42,13,14,270000,2,1,1,1,0,0
6511,330,49.81,1,2,77000,2,1,1,1,0,0
6512,362,31.1,5,7,68000,1,0,1,1,0,0
6513,138,25.02,1,2,87000,1,0,1,1,0,1
6514,371,54.5,2,3,96000,3,0,1,1,0,0
6515,33,10.08,1,2,67000,1,0,0,0,0,1
6516,35,20.85,5,9,109000,1,0,0,1,0,1
6517,252,23.18,2,2,71000,1,0,0,1,0,0
6518,0,29.26,2,2,71000,1,0,0,1,0,0
6519,394,11.0,1,1,58000,1,0,0,0,0,0
6520,293,47.18,7,8,147000,2,0,1,1,0,0
6521,343,22.5,2,2,64000,1,0,0,1,0,0
6522,367,38.0,6,10,110000,2,0,1,1,0,0
6523,477,40.51,2,2,80000,2,0,1,1,0,0
6524,137,35.4,2,3,113000,1,0,0,0,0,0
6525,22,14.96,3,5,71000,1,0,0,0,0,0
6526,325,50.88,9,10,120000,2,0,1,1,0,0
6527,209,21.77,4,6,83000,1,0,0,1,0,0
6528,42,25.01,2,7,126500,1,0,0,1,0,0
6529,327,67.35,6,7,124000,3,1,1,1,0,0
6530,116,26.99,3,8,88000,1,0,0,1,0,0
6531,209,21.18,11,11,89500,1,0,0,0,0,0
6532,12,28.23,7,11,178000,1,0,0,0,0,1
6533,151,40.7,5,14,158000,1,0,1,1,0,0
6534,406,18.03,6,12,76000,1,0,0,0,0,1
6535,5,55.69,1,2,179000,2,1,1,1,0,0
6536,127,57.25,9,12,250000,2,1,1,1,0,1
6537,1,25.13,2,13,108000,1,0,0,0,0,0
6538,0,26.23,3,4,101000,1,0,0,1,0,0
6539,0,41.7,4,7,133000,1,1,1,1,0,0
6540,15,19.59,1,2,82000,1,0,0,1,0,0
6541,67,31.58,5,14,128000,1,0,0,0,0,0
6542,197,34.89,2,3,85000,1,0,1,1,0,0
6543,0,25.07,6,8,108000,1,0,0,1,0,0
6544,368,36.52,1,3,70000,2,0,1,1,0,0
6545,303,30.47,2,3,79000,1,0,1,1,0,0
6546,371,16.52,3,3,64000,1,0,0,0,0,0
6547,273,48.0,3,3,108000,2,1,1,1,0,0
6548,2,27.43,3,3,105000,1,0,0,1,0,1
6549,29,31.53,7,8,107000,1,1,1,1,0,0
6550,0,55.41,3,4,154000,2,1,1,1,0,0
6551,378,19.41,2,2,49000,1,0,0,1,0,0
6552,2,52.7,7,9,129500,2,1,1,1,0,0
6553,248,35.5,13,14,117000,2,0,0,1,0,0
6554,370,22.07,2,5,58000,1,0,0,1,0,1
6555,329,18.23,3,3,66000,1,0,0,1,0,0
6556,66,20.72,3,6,84000,1,0,0,1,0,0
6557,180,42.68,9,10,226000,1,0,0,0,0,0
6558,276,55.95,3,5,126000,2,1,1,1,0,0
6559,45,26.69,3,3,116000,1,0,0,0,0,0
6560,399,16.05,4,4,60200,1,0,0,0,0,0
6561,521,13.3,1,2,40000,1,0,0,1,0,0
6562,379,14.08,1,2,57000,1,0,0,1,0,0
6563,368,37.68,1,2,122000,2,0,1,1,0,0
6564,222,102.82,3,14,700000,2,1,1,1,0,1
6565,271,65.78,2,3,124000,3,1,1,1,0,0
6566,327,51.3,1,2,92000,2,0,1,1,0,0
6567,2,25.17,4,4,112000,1,0,0,1,0,0
6568,300,65.57,2,4,102000,3,1,1,1,0,0
6569,1,50.0,14,15,176000,1,1,1,1,1,0
6570,248,32.26,19,20,153000,1,0,1,1,0,0
6571,276,48.0,3,5,151000,2,1,1,1,0,0
6572,13,40.14,15,15,189000,1,1,1,1,0,1
6573,4,39.76,4,10,104500,1,1,1,1,0,0
6574,250,22.77,2,2,76000,1,0,0,0,0,0
6575,186,25.42,4,4,105000,1,0,0,0,0,0
6576,269,53.29,1,2,84000,2,1,1,1,0,0
6577,257,43.21,1,5,131000,1,1,1,1,0,0
6578,188,37.83,4,11,130000,1,0,1,1,0,1
6579,417,35.54,2,2,60000,2,0,0,1,0,0
6580,83,20.72,2,8,80000,1,0,0,1,0,0
6581,124,69.56,1,9,184000,3,1,1,1,0,0
6582,247,75.48,2,3,156000,3,1,1,1,0,0
6583,4,55.9,4,12,189000,2,1,1,1,0,1
6584,211,101.96,1,2,270000,2,1,1,1,0,0
6585,186,25.16,5,10,103000,1,0,0,1,0,0
6586,6,25.16,1,5,106000,1,0,0,1,0,0
6587,404,16.5,1,3,55000,1,0,0,0,0,0
6588,233,23.2,2,7,93000,1,0,0,1,0,0
6589,430,12.78,4,4,45000,1,0,0,0,0,1
6590,137,30.01,5,14,142000,1,0,1,1,0,0
6591,421,52.92,3,4,85000,3,0,1,1,0,0
6592,275,56.55,2,3,121000,3,0,1,1,0,0
6593,1,40.75,5,7,178000,1,1,1,1,0,0
6594,301,82.92,30,33,199500,3,1,1,1,0,0
6595,23,40.19,10,11,156000,1,1,1,1,0,0
6596,0,32.7,1,3,111000,1,1,1,1,0,0
6597,171,55.43,4,9,120500,2,1,1,1,0,1
6598,26,10.23,2,2,68000,1,0,0,0,0,0
6599,353,53.28,4,5,132000,2,1,1,1,0,0
6600,433,14.54,3,4,60000,1,0,0,0,0,0
6601,20,10.07,2,2,68000,1,0,0,0,0,0
6602,257,30.27,1,2,72000,1,0,1,1,0,0
6603,1,25.49,7,9,104500,1,0,0,1,0,0
6604,366,55.89,3,6,103000,3,0,1,1,0,0
6605,114,58.22,2,2,151000,2,1,1,1,0,0
6606,254,54.81,3,8,168000,2,1,1,1,0,0
6607,1,19.28,4,4,92000,1,0,0,0,0,0
6608,138,22.68,3,14,86000,1,0,0,1,0,0
6609,5,36.73,1,2,120000,1,0,0,1,0,0
6610,75,26.14,4,14,80000,1,0,0,1,0,0
6611,355,15.0,1,2,65000,1,0,0,0,0,0
6612,54,25.74,4,14,128000,1,0,0,1,0,1
6613,47,25.46,6,9,85000,1,0,0,1,0,0
6614,160,18.9,4,10,95000,1,0,0,1,0,0
6615,68,21.42,5,6,77000,1,0,0,1,0,1
6616,340,19.83,2,2,57000,1,0,0,1,0,0
6617,0,71.56,2,2,220000,2,1,1,1,0,0
6618,31,19.35,1,2,75000,1,0,0,1,0,0
6619,0,29.39,2,2,119000,1,0,0,1,1,0
6620,305,113.72,3,3,135000,3,1,1,1,0,0
6621,359,20.16,9,14,75000,1,0,0,1,0,0
6622,7,37.49,5,25,250000,1,1,1,1,0,0
6623,0,31.14,5,5,86000,1,0,0,1,0,1
6624,145,25.8,2,13,77000,1,0,0,1,0,1
6625,149,22.27,2,5,119000,1,0,0,1,0,0
6626,5,24.21,2,3,123000,1,0,0,1,0,0
6627,544,15.0,1,2,32000,1,0,0,0,0,1
6628,0,26.36,6,6,101000,1,0,0,0,0,0
6629,373,42.4,2,5,80000,1,1,1,1,0,0
6630,558,16.6,1,4,51000,1,0,0,0,0,0
6631,0,25.34,4,8,105000,1,0,0,1,0,0
6632,29,25.52,5,10,83000,1,0,0,1,0,0
6633,114,23.96,1,2,70000,1,0,0,1,0,0
6634,157,21.54,9,9,92000,1,0,0,1,0,1
6635,246,39.2,3,6,149000,1,1,1,1,0,0
6636,318,16.8,9,9,63000,1,0,0,0,0,0
6637,323,16.0,2,2,46000,1,0,0,1,0,0
6638,190,30.09,1,4,90000,1,0,0,0,0,0
6639,203,54.77,10,47,260000,1,1,1,1,0,0
6640,267,52.0,4,6,125000,2,1,1,1,0,0
6641,2,37.61,1,4,149000,1,1,1,1,0,1
6642,2,31.56,2,3,87500,1,0,0,1,0,0
6643,317,53.62,3,3,102000,1,1,1,1,0,0
6644,45,26.07,2,5,85500,1,0,0,1,0,0
6645,419,16.07,3,4,60000,1,0,0,0,0,0
6646,95,54.88,2,2,117000,2,1,1,1,0,0
6647,502,14.58,5,11,75000,1,0,0,0,0,0
6648,3,25.92,6,13,113000,1,0,0,1,0,0
6649,30,21.73,1,3,81000,1,0,0,1,0,1
6650,126,31.51,7,11,148000,1,0,0,1,0,0
6651,5,26.99,3,12,130000,1,0,0,0,0,0
6652,48,22.4,1,2,65000,1,0,0,1,0,0
6653,305,57.24,1,4,115000,3,0,1,1,0,0
6654,459,42.57,3,3,141000,1,1,1,1,0,1
6655,57,45.54,1,2,100500,1,1,1,1,0,0
6656,2,51.94,1,2,107500,2,1,1,1,0,0
6657,36,24.62,2,2,82000,1,0,0,1,0,0
6658,332,74.7,6,8,148000,3,1,1,1,0,0
6659,477,28.4,7,11,105000,1,0,0,1,0,0
6660,67,29.09,1,17,104000,1,0,0,0,0,0
6661,478,12.51,5,10,65000,1,0,0,0,0,0
6662,313,28.0,2,4,80000,1,0,1,1,0,0
6663,43,13.66,1,2,58000,1,0,0,0,0,0
6664,10,25.44,2,12,111000,1,0,0,0,0,0
6665,0,26.1,5,8,108000,1,0,0,1,0,0
6666,67,40.02,7,13,157000,1,1,1,1,0,0
6667,194,25.34,4,4,113000,1,0,0,1,0,1
6668,65,43.04,1,9,169000,1,1,1,1,1,1
6669,185,61.45,11,13,239000,1,1,1,1,0,0
6670,400,27.3,4,5,78000,1,0,0,1,0,0
6671,6,26.06,8,18,107000,1,0,0,1,0,0
6672,30,53.57,6,6,280000,2,1,1,1,0,1
6673,67,45.25,2,3,132000,1,1,1,1,0,0
6674,5,37.4,2,7,110000,1,0,1,1,0,0
6675,83,40.57,2,3,154000,1,1,1,1,0,0
6676,348,74.9,2,3,225000,3,1,1,1,0,0
6677,105,27.83,2,2,82000,1,0,0,0,0,0
6678,162,20.0,3,3,89500,1,0,0,1,0,0
6679,377,37.0,2,2,65000,2,0,1,1,0,0
6680,36,26.63,4,11,131000,1,0,0,1,0,1
6681,0,41.48,12,12,180000,1,1,1,1,0,0
6682,29,27.94,1,8,95900,1,0,0,1,0,1
6683,2,23.25,1,4,120000,1,0,0,1,0,0
6684,73,26.26,3,8,91500,1,0,0,1,0,1
6685,17,16.4,2,3,59000,1,0,0,0,0,1
6686,362,18.88,1,5,78000,1,0,0,1,0,0
6687,2,25.29,3,4,99100,1,0,0,1,0,0
6688,188,20.59,3,9,90000,1,0,0,1,0,1
6689,2,31.16,9,12,100000,1,0,0,1,0,0
6690,281,48.26,1,1,88000,2,0,1,1,0,0
6691,80,46.81,2,2,117500,1,1,1,1,0,0
6692,349,20.46,1,2,55000,1,0,0,0,0,0
6693,327,24.0,2,2,68000,2,0,0,1,0,0
6694,379,17.29,4,5,52000,1,0,0,0,0,0
6695,394,18.44,4,4,63000,1,0,0,0,0,0
6696,142,21.82,3,9,84400,1,0,0,1,0,0
6697,7,25.66,3,6,101500,1,0,0,1,0,1
6698,479,59.0,3,7,220000,3,1,1,1,0,0
6699,467,51.35,2,2,97000,3,0,1,1,0,0
6700,340,11.13,2,2,57000,1,0,0,0,0,0
6701,65,62.33,2,3,96000,2,1,1,1,0,0
6702,65,91.08,2,2,202000,3,1,1,1,0,0
6703,91,89.59,25,32,470000,1,1,1,1,0,0
6704,163,23.92,7,12,109000,1,0,0,1,0,0
6705,2,22.0,3,3,110000,1,0,0,1,0,0
6706,686,10.01,1,1,32000,1,0,0,0,0,0
6707,151,26.85,3,3,115500,1,0,0,0,0,0
6708,2,67.67,1,3,243000,2,1,1,1,1,0
6709,3,40.08,6,12,196000,1,1,1,1,0,0
6710,199,50.18,3,9,188000,1,1,1,1,0,0
6711,365,42.53,2,3,107000,2,0,1,1,0,0
6712,355,15.3,1,2,61000,1,0,0,1,0,0
6713,101,38.26,8,8,124000,2,0,1,1,0,0
6714,30,45.36,2,3,106800,1,1,1,1,0,1
6715,0,30.0,1,2,80500,1,0,0,1,0,0
6716,161,24.8,1,2,73000,1,0,0,1,0,0
6717,345,15.67,1,2,67000,1,0,0,1,0,0
6718,117,22.44,8,8,93000,1,0,0,1,0,0
6719,138,35.12,14,15,151000,1,0,1,1,0,0
