id,age,area,floor,max_floor,y
3720,46,48.59,8,10,188000
3721,35,25.27,1,4,117000
3722,28,25.35,3,15,116000
3723,426,28.08,3,4,100000
3724,436,50.2,4,4,140000
3725,12,45.9,8,14,174000
3726,251,28.54,4,5,121000
3727,81,23.4,4,5,83000
3728,372,17.5,1,2,49000
3729,320,24.0,1,3,55000
3730,155,42.5,11,13,189000
3731,0,40.0,1,3,103000
3732,478,40.0,2,3,72000
3733,5,22.29,3,5,115000
3734,276,58.3,6,10,140000
3735,0,37.53,5,10,199000
3736,219,20.77,1,2,50000
3737,385,31.2,3,5,72000
3738,324,23.0,2,2,71000
3739,79,17.59,1,3,77000
3740,333,17.53,3,4,70000
3741,71,105.1,3,7,530000
3742,173,48.78,2,14,148000
3743,296,23.7,2,2,63000
3744,569,34.65,4,4,75000
3745,4,25.74,12,12,98000
3746,4,38.47,2,10,102000
3747,245,20.09,2,3,74000
3748,239,23.0,3,3,70000
3749,157,27.69,6,11,117000
3750,326,17.55,3,7,64000
3751,12,25.04,4,5,97000
3752,334,18.9,2,4,63000
3753,418,14.25,4,4,54000
3754,295,58.05,1,3,158000
3755,174,30.96,10,14,151000
3756,370,39.74,2,3,64000
3757,391,16.0,2,2,38000
3758,139,25.25,5,13,134000
3759,173,22.63,2,5,87000
3760,293,21.26,1,2,63000
3761,1,27.41,3,9,106500
3762,160,23.01,2,4,95000
3763,24,16.72,1,2,70000
3764,372,31.02,2,11,133000
3765,263,23.3,2,3,62000
3766,1,30.82,2,3,120000
3767,4,19.98,3,5,100000
3768,300,37.2,1,2,90000
3769,437,40.77,3,4,93000
3770,140,20.42,1,8,85000
3771,27,41.6,7,10,164000
3772,2,40.32,6,9,159000
3773,79,20.0,9,12,96000
3774,46,26.58,2,8,89500
3775,26,21.64,6,13,100000
3776,196,25.6,1,5,94000
3777,210,28.22,4,6,103000
3778,463,45.0,2,4,106000
3779,125,25.96,1,2,75000
3780,3,25.0,5,5,102000
3781,355,18.63,2,2,65000
3782,149,37.87,3,3,89000
3783,178,22.41,3,8,102000
3784,0,16.94,1,3,67000
3785,3,25.44,4,11,93000
3786,352,70.68,2,9,155000
3787,2,43.96,10,12,159000
3788,202,17.19,2,2,63000
3789,269,21.76,8,14,95000
3790,554,27.7,3,4,98000
3791,116,43.8,4,14,157000
3792,0,25.01,3,6,104000
3793,388,25.4,3,3,73000
3794,277,92.16,1,3,205000
3795,317,40.92,2,2,71000
3796,190,22.68,2,14,132500
3797,104,68.19,5,14,157000
3798,157,28.08,7,11,120000
3799,64,22.52,5,7,107000
3800,153,31.32,2,4,110000
3801,362,20.5,4,5,60000
3802,579,23.35,2,4,73000
3803,455,30.0,1,2,66000
3804,168,53.4,5,40,169000
3805,73,25.29,8,13,126000
3806,11,25.45,4,5,104000
3807,5,26.32,2,5,94000
3808,0,34.01,1,3,103500
3809,177,25.38,6,7,99000
3810,195,25.48,6,11,132500
3811,14,25.42,4,12,121000
3812,221,24.31,3,5,78000
3813,0,10.11,1,3,62000
3814,282,20.0,2,3,52000
3815,355,15.0,2,2,47000
3816,28,24.54,4,4,90000
3817,135,30.42,3,10,163000
3818,224,73.19,10,14,210000
3819,496,30.5,2,3,80000
3820,246,103.92,3,3,160000
3821,46,25.82,3,11,109000
3822,0,25.08,4,5,92000
3823,278,20.93,2,2,55000
3824,135,56.8,21,39,210000
3825,89,35.02,2,5,125000
3826,280,63.0,5,33,175000
3827,0,33.59,1,6,154000
3828,0,55.43,18,21,325000
3829,5,41.66,5,5,137000
3830,324,18.75,1,4,54000
3831,5,25.19,4,5,122000
3832,174,22.4,2,10,81000
3833,126,31.51,9,11,150000
3834,197,30.0,3,3,77000
3835,0,25.8,3,5,103500
3836,307,43.0,1,4,85000
3837,257,68.51,2,2,113000
3838,2,22.88,1,4,123000
3839,336,39.0,3,5,80000
3840,506,22.0,1,2,70000
3841,1,38.88,2,7,143000
3842,119,52.75,2,13,169000
3843,59,25.5,9,12,107000
3844,245,19.89,2,2,60000
3845,55,25.65,7,11,87000
3846,484,50.0,2,2,67000
3847,43,8.0,1,2,51000
3848,167,76.94,4,42,385000
3849,343,55.63,3,4,119000
3850,329,18.23,2,3,65000
3851,323,21.24,5,12,83000
3852,365,19.3,3,5,65000
3853,80,48.9,1,3,95300
3854,158,21.65,7,13,95000
3855,284,53.96,1,5,134000
3856,125,38.96,7,10,149500
3857,43,19.87,3,3,68000
3858,150,20.02,3,7,83000
3859,523,34.71,2,3,67000
3860,276,59.31,3,12,124000
3861,39,42.02,2,3,160000
3862,231,52.23,3,3,160000
3863,412,17.16,2,3,52000
3864,355,35.0,4,6,110000
3865,329,53.9,3,5,122000
3866,210,50.46,1,10,145000
3867,341,16.0,3,5,55000
3868,150,23.73,2,7,98000
3869,7,44.93,21,22,220000
3870,44,25.33,9,11,137000
3871,139,60.8,13,58,230000
3872,564,32.4,3,4,76000
3873,185,50.0,1,2,147000
3874,15,25.48,12,14,125000
3875,164,22.18,2,9,83000
3876,325,41.95,2,3,98000
3877,3,25.36,7,10,131000
3878,6,25.19,8,15,120000
3879,19,43.0,2,3,117000
3880,583,59.22,1,7,115000
3881,121,40.98,4,14,109000
3882,172,27.59,3,8,118000
3883,0,32.95,1,3,112000
3884,370,30.0,2,2,78000
3885,317,66.03,1,2,104000
3886,219,38.2,6,15,175000
3887,29,25.52,6,10,83500
3888,401,45.0,1,3,69000
3889,148,42.16,3,13,167000
3890,33,48.89,1,3,166000
3891,96,20.99,1,8,78000
3892,68,64.0,2,2,178000
3893,70,25.54,10,10,93000
3894,305,18.0,1,2,65000
3895,376,17.14,1,3,71000
3896,155,22.56,1,2,81000
3897,460,31.4,1,2,67000
3898,316,21.07,1,2,73000
3899,343,57.6,1,3,150000
3900,138,41.59,2,24,189000
3901,398,27.5,1,2,80000
3902,11,46.4,1,2,100000
3903,0,46.03,13,14,136000
3904,362,51.06,2,6,128000
3905,171,21.57,7,12,104000
3906,12,55.0,5,14,205000
3907,552,22.0,1,2,50000
3908,382,16.0,2,3,51000
3909,48,25.25,4,11,107000
3910,173,31.56,6,15,123000
3911,24,18.87,1,2,70000
3912,78,26.91,2,3,92000
3913,0,26.44,4,13,122000
3914,27,40.95,3,8,152000
3915,5,16.49,2,3,75000
3916,10,25.01,3,7,132000
3917,150,40.34,3,5,210000
3918,197,28.16,1,2,70071
3919,16,32.23,2,10,169000
3920,237,42.81,8,10,165000
3921,31,41.24,2,3,79000
3922,583,33.05,1,3,90000
3923,558,25.36,3,11,72000
3924,110,24.89,3,4,85000
3925,31,25.72,2,5,134000
3926,135,21.53,1,2,62000
3927,380,17.0,1,2,44000
3928,270,44.8,5,10,120000
3929,243,65.19,3,5,156500
3930,137,30.45,2,3,110500
3931,1,42.17,1,3,114000
3932,391,14.42,1,2,37000
3933,51,37.69,2,2,112000
3934,443,30.0,2,2,58000
3935,534,23.14,3,3,77000
3936,487,37.4,13,13,96800
3937,1,40.52,5,12,196000
3938,6,40.03,10,15,188000
3939,243,65.31,1,6,182000
3940,2,15.89,1,4,65000
3941,323,28.45,1,8,74000
3942,2,25.0,1,4,95000
3943,153,22.12,2,16,94000
3944,354,16.2,2,4,62000
3945,84,29.75,2,2,69000
3946,294,62.67,3,4,104000
3947,125,35.08,2,6,149000
3948,365,18.98,7,8,58000
3949,275,35.24,3,3,160000
3950,19,12.23,2,3,59000
3951,281,40.0,4,6,170000
3952,70,25.27,6,15,130000
3953,422,25.12,3,5,72000
3954,2,38.89,5,11,146000
3955,314,18.9,3,4,53700
3956,199,32.84,2,5,126000
3957,0,18.17,1,3,58000
3958,77,40.05,6,13,178000
3959,1,34.57,2,2,125000
3960,33,26.4,1,7,75000
3961,291,48.06,1,5,98000
3962,458,38.0,3,3,114000
3963,1,36.68,3,4,103000
3964,420,14.0,1,2,49000
3965,42,8.31,1,2,53000
3966,1,49.38,2,2,121000
3967,162,28.05,4,4,90000
3968,23,25.46,13,13,142000
3969,1,26.71,5,5,99000
3970,151,26.96,1,3,97000
3971,196,44.94,4,7,172000
3972,390,35.3,1,2,78500
3973,44,117.58,2,2,280000
3974,249,55.0,3,3,118000
3975,295,41.98,2,3,92000
3976,0,20.37,2,3,84000
3977,110,22.4,5,9,93000
3978,89,81.97,9,13,250000
3979,329,34.23,2,3,112000
3980,155,59.07,16,21,255000
3981,173,66.92,4,14,184000
3982,139,74.29,7,58,268000
3983,306,23.18,2,2,65000
3984,3,25.06,6,14,165000
3985,95,75.25,1,4,248000
3986,65,25.18,2,10,104000
3987,3,40.65,6,12,187000
3988,253,25.57,2,6,89000
3989,20,44.88,1,3,225000
3990,557,16.5,1,2,42500
3991,152,18.0,1,3,62000
3992,2,25.33,4,6,143000
3993,94,48.86,3,3,202000
3994,0,28.56,2,3,104000
3995,339,22.79,4,7,79000
3996,441,39.0,3,3,120000
3997,622,28.05,3,3,65000
3998,0,26.23,2,4,100000
3999,154,24.82,6,10,109000
4000,20,33.36,2,3,116000
4001,137,22.65,4,7,76000
4002,467,18.23,1,2,69000
4003,4,25.22,2,5,109000
4004,125,25.83,3,3,85000
4005,165,49.68,1,8,209000
4006,162,20.11,10,12,103000
4007,249,20.03,14,14,84000
4008,139,25.23,1,5,80000
4009,186,47.25,28,43,187000
4010,1,17.03,1,2,70000
4011,5,36.3,1,7,94000
4012,392,59.33,6,15,127000
4013,90,31.98,3,7,135000
4014,2,40.85,5,10,231000
4015,11,13.44,1,3,53000
4016,429,52.89,1,3,135000
4017,143,39.26,1,3,95000
4018,428,54.45,3,3,135000
4019,406,43.74,2,2,85000
4020,0,40.0,3,3,107000
4021,318,42.96,3,3,102000
4022,31,38.08,2,3,129500
4023,146,23.56,1,4,106500
4024,340,23.0,2,2,61000
4025,523,57.0,4,4,149000
4026,438,18.0,2,2,62000
4027,189,37.23,9,10,147800
4028,1,25.79,6,8,129000
4029,4,33.75,5,13,168000
4030,145,22.94,11,14,112000
4031,324,50.15,11,22,191000
4032,1,30.95,9,10,129000
4033,1,30.09,1,9,102000
4034,199,25.01,2,3,100000
4035,85,28.49,6,13,135000
4036,210,22.2,3,9,117500
4037,12,55.0,6,14,208000
4038,0,24.43,1,2,82000
4039,345,26.55,4,6,80000
4040,2,17.3,2,5,89000
4041,53,25.73,3,12,136000
4042,41,30.51,2,4,85000
4043,559,25.8,3,3,67000
4044,361,20.0,1,2,56000
4045,134,22.65,4,20,92500
4046,349,26.62,3,3,76000
4047,116,56.01,14,16,217000
4048,138,35.57,2,10,156000
4049,0,21.75,5,8,118000
4050,1,14.44,2,3,66000
4051,250,30.96,3,3,96000
4052,390,16.06,3,3,70000
4053,135,20.58,3,12,93500
4054,210,30.82,2,6,80000
4055,355,14.0,1,3,52000
4056,185,40.59,1,3,113000
4057,1,45.62,6,8,102500
4058,101,89.41,2,2,199000
4059,172,20.44,3,11,82000
4060,470,23.75,2,3,59000
4061,2,40.85,6,13,163000
4062,5,13.16,1,2,62500
4063,372,16.5,2,4,60000
4064,96,42.28,2,6,132000
4065,305,46.91,4,4,75000
4066,0,43.3,6,8,142000
4067,130,38.82,1,3,87000
4068,18,19.55,2,3,77000
4069,318,43.51,1,2,99000
4070,472,36.45,2,3,70000
4071,1,36.45,5,10,158000
4072,450,16.0,3,4,50000
4073,44,70.98,13,52,330000
4074,174,31.38,9,14,128000
4075,385,29.62,2,5,71000
4076,171,21.57,7,12,104000
4077,11,26.36,4,8,137500
4078,263,34.0,2,2,75000
4079,118,26.54,2,3,81500
4080,329,38.08,2,3,96000
4081,452,17.5,2,2,61500
4082,378,17.64,2,4,50000
4083,385,12.48,2,2,45000
4084,72,64.05,11,14,355000
4085,5,40.94,9,10,204000
4086,403,53.6,1,2,117000
4087,157,38.74,3,15,173000
4088,13,31.82,3,8,163000
4089,474,27.23,3,3,114000
4090,342,22.5,3,4,62000
4091,386,43.0,3,6,120000
4092,104,41.0,1,2,122000
4093,236,20.63,2,2,72000
4094,25,13.86,1,2,63500
4095,86,46.47,13,14,167000
4096,147,32.08,2,2,81000
4097,0,37.81,1,2,87000
4098,427,11.16,2,2,40000
4099,163,20.48,5,7,93000
4100,89,44.41,2,2,103000
4101,195,44.26,2,2,116000
4102,4,57.74,5,10,132000
4103,126,33.9,14,14,136000
4104,295,26.04,3,5,105000
4105,163,40.5,2,3,113000
4106,4,40.03,12,15,192000
4107,282,56.67,1,4,134000
4108,263,69.24,3,9,150000
4109,2,53.78,6,10,263000
4110,168,20.27,8,8,81000
4111,164,21.03,3,7,82000
4112,175,26.69,2,5,105000
4113,247,33.0,9,10,131000
4114,1,30.09,4,9,106000
4115,139,46.38,16,58,210000
4116,171,20.35,3,11,93000
4117,67,24.22,1,3,71000
4118,539,28.35,3,3,120000
4119,71,30.58,3,3,108000
4120,96,35.81,11,14,139000
4121,210,39.33,1,2,105000
4122,1,17.23,1,2,70000
4123,319,22.0,3,3,80000
4124,118,9.37,1,2,62000
4125,139,41.88,12,15,168000
4126,1,25.73,8,12,111500
4127,251,44.71,1,2,102000
4128,148,31.0,2,3,120000
4129,380,29.92,3,5,88000
4130,405,14.0,1,2,45000
4131,210,22.03,9,14,91000
4132,353,16.82,2,9,64000
4133,4,33.15,3,9,117000
4134,260,15.6,3,5,64000
4135,259,58.52,1,3,212000
4136,535,28.0,3,4,88000
4137,416,13.0,1,2,49000
4138,49,26.49,2,3,80000
4139,371,25.74,2,6,68000
4140,214,19.31,2,12,93000
4141,210,21.77,2,6,83000
4142,413,13.08,3,5,51000
4143,37,20.97,2,5,78000
4144,334,17.1,5,5,64000
4145,146,37.6,1,5,158000
4146,446,46.49,3,3,107000
4147,41,26.79,2,4,88500
4148,502,23.09,2,2,70000
4149,341,14.03,1,2,45000
4150,210,59.9,5,7,140000
4151,0,25.45,9,13,108500
4152,352,62.3,1,4,180000
4153,293,21.0,1,2,66000
4154,82,43.4,5,6,129000
4155,5,25.63,2,5,117000
4156,27,25.67,3,11,96000
4157,21,30.71,14,15,152000
4158,378,29.7,1,5,90000
4159,372,16.0,3,4,67000
4160,56,36.09,9,25,200000
4161,0,54.57,3,7,168000
4162,477,41.81,3,9,150000
4163,372,56.7,7,7,142000
4164,63,99.33,2,2,293000
4165,150,26.84,2,3,73500
4166,460,23.82,8,11,77000
4167,2,25.52,7,9,102500
4168,1,25.5,6,9,85500
4169,120,21.7,7,11,97000
4170,401,35.43,4,5,95000
4171,62,28.9,4,6,101000
4172,146,23.14,5,10,113000
4173,353,15.0,4,4,60000
4174,281,30.12,3,3,91000
4175,423,14.26,2,4,45000
4176,197,30.6,2,6,78000
4177,11,30.15,6,8,110000
4178,341,16.67,4,5,62000
4179,353,62.41,3,7,175000
4180,321,16.0,2,2,45000
4181,67,25.46,9,13,127000
4182,11,25.45,4,5,105000
4183,296,46.27,1,2,115000
4184,0,20.56,9,12,97500
4185,583,22.0,2,2,43000
4186,318,19.8,2,3,55000
4187,398,48.6,7,8,139000
4188,208,39.3,3,3,123000
4189,363,40.07,1,2,80000
4190,427,13.4,2,3,50000
4191,145,39.0,2,3,138000
4192,31,16.04,1,2,65500
4193,8,24.84,5,14,128000
4194,59,25.8,3,11,90000
4195,45,40.74,9,10,160000
4196,19,40.89,3,9,132000
4197,206,22.0,6,8,98500
4198,74,32.27,5,10,89500
4199,2,16.01,2,3,56000
4200,453,29.51,1,11,103000
4201,30,17.42,2,2,88000
4202,174,75.92,21,24,250000
4203,16,20.04,5,13,106000
4204,138,75.54,19,24,366000
4205,162,33.59,3,8,105000
4206,382,30.0,3,3,85000
4207,325,14.0,2,2,45000
4208,101,68.44,2,2,160000
4209,185,48.34,4,5,133000
4210,92,55.95,10,10,132000
4211,234,17.55,1,2,67000
4212,387,35.8,3,4,75000
4213,349,57.75,3,5,127000
4214,5,25.76,6,12,119000
4215,3,40.93,2,13,174000
4216,437,40.0,3,3,90000
4217,85,81.06,2,2,259000
4218,365,35.68,2,4,88000
4219,0,104.36,20,21,600000
4220,76,110.22,2,2,315000
4221,186,40.57,3,3,112000
4222,320,21.53,4,9,86000
4223,0,25.12,4,6,97000
4224,5,30.09,3,3,119000
4225,116,62.07,5,16,223000
4226,341,20.72,1,3,78500
4227,1,25.8,1,7,93500
4228,5,26.06,4,8,102000
4229,10,16.59,3,3,65000
4230,234,87.72,3,3,280000
4231,18,19.03,3,3,93000
4232,492,31.07,3,3,57000
4233,0,16.0,3,5,79000
4234,386,16.79,3,12,60000
4235,0,37.14,3,3,126500
4236,21,30.62,1,2,134000
4237,250,53.6,2,4,135000
4238,41,25.8,3,5,100000
4239,5,29.75,4,5,121000
4240,44,22.35,3,5,97000
4241,209,35.56,1,3,129000
4242,367,46.74,2,3,118000
4243,265,58.14,3,6,143000
4244,66,52.49,4,22,320000
4245,46,27.0,5,7,89500
4246,441,45.36,2,2,80000
4247,7,41.04,8,13,200000
4248,140,41.26,2,2,126000
4249,173,74.87,4,14,215000
4250,269,27.49,2,3,111000
4251,175,77.45,1,5,350000
4252,1,40.83,10,12,128000
4253,228,37.91,6,9,146000
4254,145,25.8,2,13,77000
4255,3,25.55,3,8,134000
4256,354,9.91,2,2,48000
4257,23,30.24,3,14,115000
4258,173,25.85,7,12,124000
4259,369,34.71,3,4,110000
4260,51,20.34,8,10,108500
4261,489,76.95,2,2,108000
4262,7,25.73,3,13,117500
4263,5,25.65,4,5,112000
4264,413,39.6,2,2,92000
4265,102,22.05,12,15,110000
4266,0,16.06,5,5,76000
4267,299,20.08,1,2,56000
4268,49,26.04,3,5,75000
4269,395,47.0,2,2,120000
4270,425,37.46,3,3,90000
4271,18,40.81,12,12,128000
4272,376,40.0,2,2,68000
4273,95,25.07,1,3,89000
4274,61,25.41,5,11,97000
4275,45,25.81,1,4,104500
4276,361,49.59,3,5,95000
4277,54,54.89,4,7,284000
4278,126,41.61,2,8,159500
4279,0,55.34,2,3,99000
4280,7,45.21,3,7,253000
4281,186,36.37,4,5,144000
4282,185,22.37,1,2,58000
4283,631,15.48,2,4,45000
4284,90,48.0,1,2,120000
4285,415,61.92,6,14,290000
4286,29,33.79,2,2,123000
4287,150,57.5,1,2,170000
4288,689,8.71,2,2,46000
4289,6,25.3,6,15,122000
4290,361,48.68,3,4,80000
4291,583,41.39,4,10,130000
4292,19,40.89,3,9,132000
4293,102,39.73,7,13,175000
4294,174,43.49,3,7,149500
4295,153,39.64,11,14,179000
4296,125,38.96,7,10,149500
4297,0,27.27,3,4,120500
4298,104,28.07,1,2,68000
4299,29,25.05,5,9,123000
4300,101,17.33,2,2,75000
4301,519,22.05,4,14,95000
4302,317,56.01,2,3,110500
4303,316,21.66,5,7,70000
4304,452,40.0,4,4,83000
4305,7,37.92,16,26,180000
4306,370,13.0,2,2,42000
4307,5,25.99,2,5,86000
4308,345,14.52,2,2,47000
4309,0,32.04,1,3,111000
4310,341,26.49,2,2,70000
4311,377,17.01,2,3,45000
4312,340,16.0,3,3,50000
4313,245,83.63,2,2,150000
4314,116,62.07,8,14,228000
4315,132,9.76,2,2,60000
4316,11,10.55,1,2,60000
4317,180,28.44,2,3,85000
4318,228,20.65,7,10,104500
4319,427,22.0,2,2,65000
4320,413,57.75,5,6,110000
4321,0,51.75,2,2,136000
4322,21,85.05,7,11,270000
4323,504,36.45,5,5,117000
4324,325,14.9,2,3,50000
4325,210,45.64,12,12,188000
4326,146,101.79,3,3,240000
4327,114,26.82,2,6,86500
4328,640,20.5,1,2,50000
4329,245,45.76,1,3,125000
4330,358,16.0,2,3,64500
4331,247,22.26,5,10,70000
4332,591,26.86,1,7,80000
4333,169,71.54,13,30,300000
4334,378,18.0,3,3,53000
4335,177,25.13,2,3,80000
4336,365,43.0,3,3,78000
4337,116,21.48,1,10,93000
4338,167,42.84,2,12,188000
4339,560,16.5,3,3,49000
4340,261,111.95,4,4,304000
4341,54,17.99,1,2,70000
4342,337,16.1,2,2,46000
4343,1,23.5,1,3,90000
4344,75,21.89,8,12,108000
4345,30,21.73,1,3,81000
4346,395,16.0,5,5,49000
4347,209,20.0,5,8,110500
4348,307,31.14,1,2,98000
4349,473,18.0,2,2,55700
4350,67,25.52,2,14,115000
4351,271,26.45,1,4,65000
4352,139,41.88,12,15,168000
4353,113,55.35,7,14,170500
4354,223,45.1,2,3,93000
4355,570,27.0,4,5,80000
4356,53,57.56,21,21,350000
4357,140,29.41,1,8,108000
4358,125,29.09,3,3,71000
4359,178,20.79,2,8,83000
4360,209,121.2,1,3,290000
4361,1,25.8,7,7,124000
4362,0,45.46,2,3,109500
4363,0,41.2,2,3,98500
4364,269,37.19,3,5,138000
4365,270,76.7,1,3,185000
4366,107,26.65,2,9,82500
4367,249,17.95,2,2,70000
4368,6,25.05,4,7,115000
4369,36,50.75,3,10,177000
4370,306,19.87,1,2,66500
4371,165,25.98,6,11,95000
4372,1,52.23,2,3,116500
4373,117,29.4,9,11,133000
4374,0,63.3,3,3,240000
4375,475,20.0,2,2,60000
4376,468,50.22,3,3,107000
4377,143,29.12,2,5,138000
4378,200,52.77,1,4,135000
4379,146,101.79,3,3,240000
4380,197,19.71,8,11,81000
4381,0,25.07,2,8,105000
4382,137,25.93,5,10,86000
4383,82,20.64,3,4,64000
4384,0,21.45,3,4,72500
4385,282,27.37,3,13,87000
4386,39,73.41,1,3,350000
4387,339,37.5,1,5,78000
4388,149,40.05,7,10,160000
4389,349,37.43,2,2,90000
4390,358,34.24,1,4,94000
4391,327,61.97,5,6,265000
4392,367,20.0,2,3,63000
4393,168,20.27,8,8,81000
4394,5,20.06,2,3,98000
4395,4,28.77,1,4,175000
4396,467,24.2,3,7,97000
4397,235,18.16,2,2,75000
4398,59,43.0,3,4,145000
4399,256,59.48,4,5,162000
4400,27,25.82,3,10,134000
4401,165,19.8,1,2,71000
4402,359,65.92,2,3,133000
4403,138,22.84,3,8,91000
4404,223,26.39,2,2,61000
4405,94,25.66,2,8,107500
4406,53,32.63,11,12,124000
4407,415,18.3,2,2,63000
4408,0,25.35,2,12,106000
4409,316,79.38,1,8,137000
4410,103,22.07,3,15,92000
4411,166,50.26,8,47,300000
4412,26,26.5,3,5,107000
4413,81,25.15,2,2,64000
4414,165,21.01,1,3,77000
4415,392,28.49,2,4,140000
4416,577,27.14,3,5,115000
4417,77,13.2,5,5,51000
4418,173,62.37,2,14,183000
4419,164,86.56,17,29,250000
4420,117,21.12,2,5,84000
4421,171,42.69,9,11,180000
4422,460,33.0,2,2,75000
4423,281,39.43,1,3,128000
4424,51,20.34,8,10,108500
4425,49,9.45,1,2,53000
4426,190,27.06,1,2,90000
4427,244,27.12,2,3,75000
4428,292,56.28,9,9,165000
4429,164,67.2,2,10,143000
4430,0,33.88,1,2,106000
4431,26,16.74,3,3,68000
4432,115,25.26,2,2,76000
4433,395,41.31,5,7,114000
4434,173,46.56,1,5,131000
4435,185,31.2,2,7,90000
4436,1,40.56,1,5,141000
4437,10,22.33,4,13,140000
4438,144,19.66,9,11,93000
4439,46,45.84,2,5,150000
4440,260,26.01,3,3,90000
4441,63,28.11,8,8,105000
4442,162,20.44,4,5,78000
4443,60,32.52,7,10,132000
4444,566,23.03,5,10,74000
4445,289,45.0,3,3,90000
4446,180,39.77,11,13,160000
4447,107,30.01,2,7,89500
4448,336,49.26,1,2,110000
4449,35,70.96,4,10,185000
4450,173,48.12,7,14,149000
4451,123,54.52,3,22,184000
4452,257,44.78,4,22,162000
4453,5,19.06,1,2,66000
4454,283,41.5,2,2,81000
4455,0,40.99,2,2,125000
4456,326,56.43,4,6,118000
4457,193,87.31,2,6,458000
4458,245,47.83,2,3,160000
4459,257,25.4,9,10,122500
4460,12,55.02,4,9,210000
4461,1,14.44,2,3,66000
4462,82,27.22,6,8,109600
4463,4,40.49,3,12,138000
4464,209,51.4,1,3,205000
4465,58,67.21,2,2,128000
4466,319,24.8,2,2,49000
4467,329,23.5,1,2,56000
4468,221,19.83,1,2,67000
4469,70,56.93,3,10,268000
4470,131,47.35,6,21,160000
4471,368,22.0,2,3,65000
4472,163,32.81,5,7,150000
4473,402,49.5,2,8,228000
4474,353,29.81,2,2,68000
4475,159,20.12,2,2,60000
4476,257,19.87,2,2,62000
4477,341,42.12,2,6,86000
4478,139,25.25,5,13,134000
4479,339,23.0,1,2,51000
4480,413,39.66,2,2,67000
4481,364,72.69,17,42,273000
4482,25,53.49,2,2,155000
4483,173,66.52,2,12,198000
4484,393,82.37,1,3,169000
4485,4,47.76,1,5,180000
4486,210,23.25,3,3,78000
4487,0,21.09,1,3,66000
4488,206,51.79,1,2,97500
4489,154,35.97,4,6,122000
4490,559,26.0,1,3,67000
4491,334,17.4,5,5,48000
4492,2,21.03,3,3,64000
4493,61,44.0,1,3,141000
4494,413,19.44,2,3,65000
4495,1,30.07,5,12,158000
4496,307,20.0,2,2,71000
4497,126,64.53,11,12,249000
4498,12,55.0,11,14,223000
4499,3,25.27,7,8,122000
4500,11,25.45,3,5,103000
4501,210,35.56,1,3,129000
4502,159,56.44,4,12,250000
4503,450,30.25,3,4,105000
4504,441,29.12,2,11,125000
4505,2,43.93,2,5,166000
4506,343,44.55,8,8,172000
4507,92,25.92,6,13,125000
4508,339,40.52,7,9,125000
4509,5,25.65,4,5,112000
4510,0,41.55,1,2,116000
4511,487,17.46,1,2,51500
4512,2,40.56,4,5,145000
4513,5,26.06,4,8,102000
4514,499,12.5,2,2,30000
4515,59,25.97,2,4,86500
4516,138,69.46,18,24,313000
4517,155,62.0,6,10,181000
4518,0,30.38,4,9,125000
4519,305,16.53,2,8,66000
4520,52,25.43,1,4,99000
4521,163,24.0,2,2,56000
4522,149,36.36,4,7,120000
4523,133,45.2,8,14,185000
4524,53,24.59,3,4,82000
4525,166,45.95,11,14,180000
4526,1,25.3,13,15,121000
4527,163,20.53,3,6,80000
4528,82,27.12,2,3,82000
4529,60,26.11,3,5,123000
4530,127,20.48,9,11,98000
4531,484,23.1,3,5,70000
4532,21,20.51,6,10,116000
4533,449,40.15,1,2,63000
4534,289,23.0,3,4,45000
4535,407,37.35,1,2,94000
4536,121,33.75,1,2,82000
4537,122,24.42,2,2,86000
4538,138,50.3,8,8,159000
4539,659,40.0,2,4,95000
4540,1,30.4,3,9,114500
4541,0,30.18,2,4,101500
4542,81,72.78,8,13,280000
4543,160,20.3,3,5,98000
4544,155,26.68,2,12,119000
4545,279,34.77,4,5,110000
4546,509,39.0,1,4,80000
4547,281,32.12,3,4,86000
4548,138,53.15,6,25,267000
4549,282,57.24,1,5,120000
4550,2,23.25,2,4,125000
4551,209,47.46,3,3,143000
4552,65,26.53,1,2,96500
4553,135,10.0,2,2,54000
4554,181,34.25,3,14,164000
4555,15,26.49,4,14,96000
4556,149,22.5,2,8,76000
4557,157,30.13,2,3,82000
4558,340,65.4,2,3,84000
4559,281,22.6,4,4,83000
4560,167,118.15,4,4,270000
4561,413,42.5,1,2,78000
4562,5,33.43,2,2,138000
4563,472,30.0,2,3,60000
4564,212,20.65,3,8,80000
4565,149,54.67,2,2,100000
4566,484,43.0,1,3,125000
4567,142,39.69,5,13,187000
4568,5,20.66,3,5,95000
4569,161,35.94,4,6,83000
4570,9,25.25,8,13,112500
4571,5,20.0,1,2,66000
4572,172,20.83,3,11,84500
4573,415,38.34,1,2,91500
4574,247,70.11,3,4,253000
4575,306,19.0,5,5,56000
4576,299,19.44,2,2,62000
4577,126,20.48,9,11,98000
4578,361,21.0,2,5,57000
4579,276,71.04,2,3,113000
4580,260,20.42,2,3,86000
4581,227,30.51,5,9,127000
4582,146,22.36,2,4,81000
4583,70,65.02,26,49,240000
4584,166,44.9,4,11,177000
4585,238,84.08,9,14,250000
4586,0,43.55,2,5,169000
4587,205,23.68,1,3,68000
4588,626,45.52,7,8,86900
4589,0,32.83,1,4,124000
4590,5,29.75,4,5,121000
4591,84,25.87,2,10,110000
4592,355,18.0,1,2,55000
4593,259,20.7,1,2,75000
